Name,tc,pc,w,L,M,N,c
n-DECYLCYCLOHEXANE,751.25,16.50,0.6627,0.4186,0.8354,2.6591,21.0744
n-DOCOSANE,787.00,10.60,0.9722,0.4788,0.7990,2.8499,85.1555
n-DODECANE,658.00,18.20,0.5764,0.3956,0.8112,2.3549,22.0285
n-DODECANOIC ACID,743.00,19.30,0.8983,0.2235,0.7845,4.0881,22.6092
n-DOTRIACONTANE,855.00,7.50,1.3765,0.5895,0.8126,3.2794,138.8543
n-EICOSANE,768.00,11.60,0.9069,0.4771,0.8160,2.9209,63.7019
NEON,44.40,26.53,-0.0396,0.1887,0.9470,1.4698,-2.3573
NEOPENTANE,433.80,31.96,0.1957,0.1268,0.8494,2.5589,-5.9622
n-HENEICOSANE,778.00,11.10,0.9420,0.4546,0.8186,3.1414,72.4116
n-HEPTADECANE,736.00,13.40,0.7697,0.5257,0.7969,2.3092,52.4579
n-HEPTANE,540.20,27.40,0.3495,0.3297,0.8222,1.9615,3.0908
n-HEPTANOIC ACID,677.30,30.43,0.7599,0.2992,0.7514,2.8859,5.8700
n-HEPTYL ACETATE,637.00,23.30,0.5943,0.2960,0.8246,2.9884,3.4137
n-HEPTYL FORMATE,628.00,25.40,0.5337,0.4950,0.8772,2.1638,7.3661
n-HEPTYL MERCAPTAN,645.00,27.70,0.4226,0.2915,0.8394,2.5059,8.7416
n-HEPTYLAMINE,607.00,28.50,0.5077,0.2578,0.8286,2.9311,3.3789
n-HEPTYLBENZENE,714.00,21.80,0.5272,0.5071,0.8802,2.1262,14.3213
n-HEXACOSANE,819.00,9.10,1.1544,0.7878,0.7570,1.8899,118.9130
n-HEXADECANE,723.00,14.00,0.7174,0.5372,0.7929,2.1458,51.9037
n-HEXANE,507.60,30.25,0.3013,0.2557,0.8377,2.1871,0.7925
n-HEXATRIACONTANE,874.00,6.80,1.5260,0.7189,0.7339,2.2270,178.8110
n-HEXYL ACETATE,618.00,25.40,0.5396,0.3008,0.8331,2.8432,4.0181
n-HEXYL FORMATE,607.00,28.00,0.4830,0.1939,0.8186,3.1427,9.2428
n-HEXYL MERCAPTAN,623.00,30.80,0.3681,0.3440,0.8276,1.9945,6.7273
n-HEXYLAMINE,584.00,31.80,0.4577,0.1935,0.8220,3.0669,2.2285
n-HEXYLBENZENE,698.00,23.80,0.4790,0.3206,0.8455,2.6230,12.0848
NITRIC OXIDE,180.15,64.80,0.5829,0.8815,0.9552,1.4047,-0.7540
NITROGEN,126.20,34.00,0.0377,0.1240,0.8897,2.0138,-3.6422
NITROGEN TRIFLUORIDE,234.00,44.61,0.1200,0.1167,0.8635,2.3460,-2.2008
NITROMETHANE,588.15,63.10,0.3480,0.3405,0.8755,2.1848,16.6626
NITROSYL CHLORIDE,440.65,91.20,0.3005,0.5112,0.9335,1.5823,N.A.
NITROUS OXIDE,309.57,72.45,0.1409,0.6248,0.7933,0.7976,-1.2372
N-METHYL-2-PYRROLIDONE,721.60,45.20,0.3732,0.2689,0.8506,2.5405,18.2229
N-METHYLANILINE,701.55,52.00,0.4750,0.5596,0.9046,1.8537,-21.4742
N-METHYLFORMAMIDE,721.00,56.20,0.4100,0.2187,0.8225,2.7274,37.2842
N-METHYLPYRROLE,610.00,47.70,0.2128,1.5800,1.0000,0.4107,N.A.
N-METHYLPYRROLIDINE,550.00,42.00,0.2258,0.1366,0.8455,2.6226,N.A.
n-NONADECANE,758.00,12.10,0.8522,0.5946,0.7934,2.2654,64.9064
n-NONANE,594.60,22.90,0.4435,0.4054,0.8097,1.9343,9.3189
n-NONYL MERCAPTAN,681.00,23.10,0.5260,0.3110,0.8370,2.7719,13.5259
n-NONYLAMINE,648.00,23.60,0.6171,0.3246,0.8279,2.9451,5.0700
n-OCTACOSANE,832.00,8.50,1.2375,0.5288,0.8064,3.4336,108.1889
n-OCTADECANE,747.00,12.70,0.8114,0.5533,0.7955,2.3067,59.0709
n-OCTANE,568.70,24.90,0.3996,0.3385,0.8185,2.0747,6.4134
n-OCTANOIC ACID,694.26,27.79,0.7734,0.2686,0.7551,3.0891,8.4784
n-OCTYL FORMATE,645.00,23.30,0.5871,0.5862,0.8882,2.0317,7.2004
n-OCTYL MERCAPTAN,667.30,25.20,0.4497,0.3450,0.8201,2.2212,12.8260
n-OCTYLAMINE,627.00,25.80,0.5694,0.2875,0.8266,2.9708,3.0076
n-OCTYLBENZENE,729.00,20.20,0.5670,0.4687,0.8649,2.3264,18.0801
NONANAL,658.50,26.80,0.4733,0.2057,0.8203,3.1034,-3.9769
n-PENTACOSANE,812.00,9.50,1.1053,0.5717,0.7803,2.4666,105.6645
n-PENTADECANE,708.00,14.80,0.6863,0.4770,0.7970,2.2636,45.3108
n-PENTANE,469.70,33.70,0.2515,0.2659,0.8404,1.9580,-1.6230
n-PENTANOIC ACID,639.16,36.30,0.7066,0.3286,0.7931,2.9098,15.7756
n-PENTYL ACETATE,599.90,27.70,0.4478,0.2840,0.8423,2.6776,6.9962
n-PENTYL MERCAPTAN,598.00,34.70,0.3207,0.4200,0.8168,1.5685,1.9251
n-PENTYLAMINE,555.00,35.80,0.4070,0.1715,0.8243,3.0184,0.3527
n-PENTYLBENZENE,679.90,26.04,0.4378,0.3620,0.8614,2.3760,9.4892
n-PROPYL ACETATE,549.73,33.60,0.3889,0.1843,0.8293,2.9166,8.0114
n-PROPYL ACRYLATE,569.00,32.50,0.4315,0.1880,0.8240,3.0252,1.2714
n-PROPYL BENZOATE,710.00,28.50,0.5209,1.5040,1.0000,0.6954,9.7196
n-PROPYL FORMATE,538.00,40.20,0.3088,0.1293,0.8292,2.9192,5.6798
n-PROPYL IODIDE,586.30,41.52,0.2230,0.2478,0.8270,1.8415,11.7023
n-PROPYL ISOBUTYRATE,579.40,28.40,0.4838,0.2008,0.8186,3.0976,-5.9377
n-PROPYL MERCAPTAN,536.60,46.30,0.2318,0.5175,0.8137,1.1229,-1.0851
n-PROPYL METHACRYLATE,599.00,29.10,0.3966,0.2471,0.8419,2.6848,4.9207
n-PROPYL n-BUTYRATE,593.70,27.20,0.4335,1.3575,1.0000,0.7023,9.1725
n-PROPYL PROPIONATE,568.60,30.60,0.4487,0.3352,0.8292,2.3103,3.8351
n-PROPYLAMINE,496.95,47.40,0.2798,1.5523,0.9091,0.4875,1.1866
n-PROPYLBENZENE,638.35,32.00,0.3444,0.2911,0.8268,2.1234,1.2941
n-PROPYLCYCLOHEXANE,639.15,28.07,0.2595,1.3357,1.0000,0.5434,7.0784
n-PROPYLCYCLOPENTANE,596.00,30.20,0.3266,0.2327,0.8395,2.4371,0.9751
n-TETRACOSANE,804.00,9.80,1.0710,0.4656,0.8097,3.3513,89.6547
n-TETRADECANE,693.00,15.70,0.6430,0.4902,0.7974,2.1353,39.6525
n-TRICOSANE,796.00,10.20,1.0262,0.4697,0.8142,3.2426,84.5878
n-TRIDECANE,675.00,16.80,0.6174,0.4482,0.8039,2.2343,30.0534
n-TRIDECANOIC ACID,754.00,17.90,0.9134,0.3097,0.7964,3.7101,29.2790
n-TRIDECYLBENZENE,790.00,14.80,0.7799,0.4024,0.8250,3.0053,29.2278
n-UNDECANE,639.00,19.50,0.5303,0.4185,0.8071,2.1224,18.1817
n-UNDECYLBENZENE,764.00,16.72,0.7287,0.5854,0.8666,2.3028,18.7721
o-CHLOROANILINE,722.00,45.90,0.4213,0.4344,0.8826,2.0969,2.6558
o-CHLOROTOLUENE,656.00,39.10,0.3044,0.1822,0.8424,2.6751,4.8469
o-CRESOL,697.55,50.10,0.4339,0.1884,0.8242,3.0216,-7.5977
OCTAFLUORO-2-BUTENE,392.00,23.30,0.2922,0.1488,0.8363,2.7833,18.4201
OCTAFLUOROCYCLOBUTANE,388.37,27.77,0.3558,0.2736,0.7998,2.0790,-6.9009
OCTAFLUOROPROPANE,345.05,26.80,0.3280,1.0384,1.0000,0.8046,-10.6166
OCTAMETHYLCYCLOTETRASILOXANE,586.50,13.17,0.5837,0.1126,0.7914,3.7913,2.7087
OCTANAL,638.90,29.60,0.4420,0.2504,0.8123,2.5886,-6.6550
o-CYMENE,657.00,29.00,0.3662,1.3233,0.9998,0.6506,8.5493
o-DICHLOROBENZENE,705.00,40.70,0.2192,0.6645,0.5362,0.7607,13.0842
o-DIETHYLBENZENE,668.00,28.80,0.3395,0.1146,0.8212,3.0855,13.8285
o-ETHYLPHENOL,703.00,42.90,0.4763,0.2396,0.8293,2.9171,-14.7930
o-ETHYLTOLUENE,650.00,32.90,0.3353,0.3031,0.8067,1.9372,4.2288
o-METHYLSTYRENE,659.00,34.70,0.3412,0.4187,0.7902,1.5589,5.1504
o-NITROTOLUENE,720.00,38.00,0.4878,0.5431,0.8974,1.9293,8.6075
o-PHENYLENEDIAMINE,781.00,51.80,0.5389,0.2632,0.8140,2.8778,6.3309
o-TERPHENYL,857.00,29.90,0.5513,0.3037,0.8325,2.8551,-46.3862
o-TOLUALCOHOL,691.00,39.20,0.7429,1.8262,1.0000,0.5957,0.7700
o-TOLUIC ACID,751.00,38.60,0.6572,0.2641,0.8122,3.2888,9.6754
o-TOLUIDINE,716.50,47.00,0.3842,0.1988,0.8339,2.8280,-4.7949
OXYGEN,154.58,50.43,0.0222,0.2129,0.8913,1.4005,-2.7667
o-XYLENE,630.30,37.32,0.3101,0.3108,0.8463,2.0289,2.5288
OZONE,261.00,55.70,0.2119,0.1520,0.8535,2.4937,3.8931
PALUSTRIC ACID,789.00,17.20,0.9174,1.5807,0.8437,2.6540,N.A.
p-AMINOAZOBENZENE,877.00,29.00,0.6345,0.2532,0.8119,3.2693,N.A.
p-AMINODIPHENYLAMINE,867.00,31.90,0.6940,0.2697,0.8096,3.3528,N.A.
PARALDEHYDE,579.00,35.00,0.4368,0.1169,0.8093,3.3610,-17.0398
p-BROMOTOLUENE,699.00,43.70,0.3179,1.1675,1.0000,0.6892,-14.3798
p-CHLOROBENZOTRIFLUORIDE,601.00,30.10,0.3715,0.1706,0.8288,2.9265,13.4746
p-CHLORONITROBENZENE,751.00,39.80,0.4874,0.2382,0.8258,2.9887,17.5028
p-CHLOROPHENOL,738.00,53.20,0.4849,0.5723,0.9058,1.8415,-10.3834
p-CHLOROTOLUENE,660.00,39.10,0.3123,0.1962,0.8444,2.6411,2.6443
p-CRESOL,704.65,51.50,0.5072,0.2376,0.8249,3.0064,-11.3233
p-CUMYLPHENOL,834.00,28.60,0.6888,0.2972,0.8150,3.2242,-18.0929
p-CYMENE,652.00,28.00,0.3738,0.4366,0.8380,1.7494,8.7899
p-DICHLOROBENZENE,684.75,40.70,0.2846,0.1641,0.8357,2.6247,4.9561
p-DIETHYLBENZENE,657.90,28.03,0.4028,0.2353,0.8386,2.7422,9.3030
p-DIISOPROPYLBENZENE,689.00,24.50,0.3900,0.7692,0.6240,0.9862,8.2058
p-DIMETHYLAMINOBENZALDEHYDE,832.00,30.70,0.5272,0.5922,0.9016,1.8847,N.A.
PENTACHLOROETHANE,665.00,36.80,0.2455,0.1847,0.8539,2.4879,13.5709
PENTAETHYLBENZENE,731.00,18.90,0.6697,0.6261,0.8783,2.1505,7.8482
PENTAFLUOROETHANE,339.17,36.20,0.3053,0.1780,0.8414,2.6936,-1.4502
PENTAFLUOROPHENOL,609.00,40.00,0.5030,0.3411,0.8461,2.6127,-2.9099
PENTAMETHYLBENZENE,719.15,28.70,0.4637,0.3569,0.8094,1.2755,20.4666
PENTANAL,566.10,38.45,0.3132,1.3073,1.0000,0.6133,5.5665
PENTYLCYCLOHEXANE,669.20,23.85,0.4612,0.2784,0.8393,2.7295,2.0827
PERCHLORYL FLUORIDE,368.40,53.70,0.1726,0.2689,0.8414,1.6259,-4.9955
PERFLUOROBUTANOIC ACID,530.00,26.50,0.7925,0.3060,0.7779,3.1443,13.5388
PERFLUOROMETHYLCYCLOPENTANE,451.44,21.72,0.4111,0.1739,0.8132,2.9030,-6.1378
PERFLUORO-n-HEPTANE,475.65,16.10,0.5429,1.4411,1.0000,0.7576,4.8866
PERFLUORO-n-HEXANE,449.55,18.02,0.4965,1.3420,0.9999,0.7756,-3.3219
PERFLUORO-n-OCTANE,502.20,14.78,0.5084,1.6779,0.9906,0.6539,8.9980
PERFLUORO-n-PENTANE,423.10,20.47,0.4016,0.2063,0.7550,2.2356,-5.0136
p-ETHYLPHENOL,716.45,42.90,0.5154,1.7254,1.0000,0.6104,N.A.
p-ETHYLTOLUENE,640.20,32.30,0.3666,0.3008,0.8601,2.3955,-3.2306
PHENANTHRENE,869.00,29.00,0.4707,0.3472,0.8529,2.5032,55.8482
PHENETOLE,647.15,34.20,0.4179,0.2584,0.8411,2.6985,6.8864
PHENOL,694.25,61.30,0.4435,0.1991,0.8256,2.9910,-10.9343
PHENYL ISOCYANATE,653.00,40.60,0.4123,0.5399,0.9129,1.7708,1.7169
PHENYL MERCAPTAN,689.00,47.40,0.2628,0.2836,0.8036,1.7731,-0.6250
PHENYLACETONITRILE,732.00,34.60,0.4715,1.2638,1.0000,0.8013,36.8356
PHENYLMETHYLDICHLOROSILANE,689.00,28.70,0.4022,0.2206,0.8318,2.7596,-3.0403
PHENYLTRICHLOROSILANE,688.00,29.60,0.3956,0.2228,0.8370,2.7705,-1.4601
PHOSGENE,455.00,56.74,0.2013,0.3604,0.8157,1.3520,-5.1291
PHOSPHINE,324.75,65.40,0.0452,0.1839,0.9091,1.8077,-7.2417
PHOSPHORUS OXYCHLORIDE,602.15,34.40,0.0832,2.1675,0.9214,0.2352,55.1070
PHOSPHORUS TRICHLORIDE,563.15,56.70,0.2344,0.2137,0.8675,2.2910,-16.1186
PHOSPHORUS TRIFLUORIDE,271.10,43.27,0.2121,0.1383,0.8499,2.5512,N.A.
PHTHALAN,700.00,42.85,0.3715,0.3159,0.8183,2.0699,2.9091
p-HYDROXYBENZALDEHYDE,844.00,49.90,0.6172,1.0645,0.9756,1.1742,13.9206
PIPERAZINE,638.00,55.30,0.4138,0.1813,0.8252,2.9993,N.A.
PIPERIDINE,594.05,46.51,0.2428,1.1486,1.0000,0.6192,-4.4438
p-METHYLSTYRENE,665.00,33.60,0.3175,0.2181,0.8123,2.2587,3.1366
p-NITROTOLUENE,743.00,32.07,0.4252,0.5012,0.8979,1.9235,49.3115
POTASSIUM,2223.00,160.00,-0.2028,0.1240,0.9571,0.9549,61.7484
p-PHENYLENEDIAMINE,796.00,51.80,0.5386,0.2319,0.8193,3.1255,8.9900
PROPADIENE,394.00,52.50,0.1041,1.0853,0.4788,0.4593,1.9230
PROPANAL,503.60,50.38,0.2813,0.7800,0.9191,0.9736,5.9984
PROPANE,369.83,42.48,0.1523,0.1596,0.8681,2.2820,-3.8927
PROPARGYL ALCOHOL,588.80,61.90,0.4567,0.3727,0.8617,2.3718,10.4471
PROPENYL CYCLOHEXENE,636.00,31.20,0.3420,0.9842,0.9100,1.7986,-14.2299
PROPIONIC ACID,600.81,46.68,0.5796,1.2315,0.9999,0.9495,20.8093
PROPIONIC ANHYDRIDE,623.00,32.70,0.5599,0.3319,0.8371,2.7690,0.4338
PROPIONITRILE,561.30,42.60,0.3501,0.4765,0.9096,1.8031,32.7314
PROPYL CHLORIDE,503.15,44.25,0.2150,0.1570,0.8521,2.5157,2.9616
PROPYLENE,364.85,46.00,0.1376,0.4641,0.8419,1.0455,-3.5620
PROPYLENE GLYCOL 1-tert-BUTYL ETHER,600.70,27.20,0.4863,0.2000,0.8195,3.1227,5.3921
PROPYLENE GLYCOL alpha-METHYLBENZYL ETHER,719.00,24.79,0.6371,1.5917,0.9056,1.8436,N.A.
PROPYLENE GLYCOL ETHYL ETHER ACETATE,613.00,27.60,0.5425,0.0000,1.0000,0.2000,44.5037
PROPYLENE GLYCOL MONOMETHYL ETHER ACETATE,597.90,30.09,0.4807,1.2242,0.8952,0.8363,5.9963
PROPYLENE GLYCOL n-PROPYL ETHER,573.00,33.00,0.8002,1.3538,0.8945,1.9606,-29.2859
p-TERPHENYL,908.00,29.90,0.6426,0.2937,0.8193,3.1266,-30.9795
p-tert-BUTYLPHENOL,734.00,33.40,0.5094,0.2324,0.8223,3.0615,-8.2297
p-tert-OCTYLPHENOL,765.00,22.80,0.6326,0.2791,0.8177,3.1622,N.A.
p-TOLUALDEHYDE,715.80,39.22,0.3827,0.2242,0.8392,2.7322,8.5673
p-TOLUIDINE,693.15,40.00,0.4722,0.3180,0.8367,2.5326,13.6001
p-XYLENE,616.20,35.11,0.3218,0.2262,0.8501,2.5471,5.3732
PYRAZINE,626.00,54.90,0.2030,0.0695,0.8327,2.8515,12.3796
PYRAZOLE,734.00,66.00,0.2868,0.1640,0.8407,2.7049,18.3364
PYRENE,936.00,26.10,0.5074,0.3811,0.8555,2.4636,N.A.
PYRIDINE,619.95,56.30,0.2386,0.4805,0.8016,1.1963,-0.8446
PYRIMIDINE,638.00,54.90,0.2105,0.1130,0.8428,2.6693,N.A.
PYRROLE,639.75,65.30,0.2976,1.2798,1.0000,0.6067,3.2639
PYRROLIDINE,568.55,56.10,0.2668,0.1460,0.7945,2.2621,-6.3773
QUINALDINE,769.00,33.50,0.3591,0.8463,0.5785,0.8724,27.7699
QUINOLINE,782.15,48.60,0.3465,0.2736,0.8574,2.4341,-12.2819
QUINONE,683.00,59.60,0.4945,0.6370,0.4405,0.6677,-7.2775
RADON,377.50,62.80,0.0000,0.1338,0.0001,0.2816,-0.8164
RDX,895.20,41.60,1.0118,0.4216,0.8073,3.4119,N.A.
sec-BUTENYL ACETATE,563.50,33.07,0.3922,0.1391,0.8085,2.9978,N.A.
sec-BUTYL ACETATE,561.00,31.70,0.3954,1.6713,0.9961,0.5247,-4.3594
sec-BUTYL CHLORIDE,520.60,39.00,0.2907,0.2889,0.8727,2.2207,-3.0440
sec-BUTYL FORMATE,546.00,35.80,0.3489,1.5709,1.0000,0.5229,-0.3180
sec-BUTYL MERCAPTAN,554.00,40.60,0.2506,0.3063,0.8247,1.7061,-6.0581
sec-BUTYLAMINE,514.30,40.00,0.2815,0.1380,0.8357,2.7944,0.2515
sec-BUTYLBENZENE,664.54,29.50,0.2791,0.0916,0.8249,3.0055,6.9280
sec-BUTYL-tert-BUTYL ETHER,559.40,25.61,0.3489,1.1799,1.0000,0.7305,-11.5211
SILANE,269.70,48.40,0.0938,0.3789,0.9638,1.3370,-12.8030
STYRENE,636.00,38.40,0.2971,0.3150,0.8229,1.8367,4.0511
SUCCINIMIDE,858.00,59.70,0.4834,0.2023,0.8071,2.9626,N.A.
SULFUR DICHLORIDE,542.00,66.80,0.2561,1.2028,0.9160,0.3841,2.8603
SULFUR DIOXIDE,430.75,78.84,0.2454,0.4184,0.8238,1.4068,-0.0493
SULFUR HEXAFLUORIDE,318.69,37.60,0.2151,0.4935,0.4816,0.8175,-5.4941
SULFURYL CHLORIDE,545.00,46.10,0.1764,0.5272,0.4870,0.7399,13.5251
TEREPHTHALDEHYDE,739.00,36.70,0.5832,0.2421,0.8161,3.1991,N.A.
tert-BUTYL ACETATE,545.00,31.70,0.3396,0.4166,0.7274,1.4202,-3.7750
tert-BUTYL CHLORIDE,507.00,39.00,0.1914,0.1371,0.8523,2.5127,-8.2012
tert-BUTYL ETHYL ETHER,509.40,29.34,0.3162,0.1500,0.8324,2.8558,-4.3077
tert-BUTYL MERCAPTAN,530.00,40.60,0.1914,0.1154,0.8344,2.4607,-14.0557
tert-BUTYL METHACRYLATE,588.30,27.27,0.3977,0.1143,0.8124,3.2513,-6.3850
tert-BUTYLAMINE,483.90,38.40,0.2748,1.9553,0.8980,0.3784,-3.1938
tert-BUTYLBENZENE,660.00,29.70,0.2674,1.4311,1.0000,0.5110,1.5425
tert-BUTYLFORMAMIDE,692.00,35.60,0.4491,0.1986,0.8238,3.0296,N.A.
tert-NONYL MERCAPTAN,659.00,23.40,0.4514,0.6124,0.8298,2.0567,10.6956
tert-OCTYL MERCAPTAN,627.00,25.90,0.3001,0.1521,0.8359,2.7909,2.5815
TETRACHLOROETHYLENE,620.00,44.90,0.2138,0.1095,0.8401,2.7152,0.9128
TETRACHLOROSILANE,507.00,35.90,0.2318,1.2958,1.0000,0.5235,-3.1922
TETRAETHOXYSILANE,592.20,20.45,0.6325,0.0000,0.7775,2.6389,-9.9687
TETRAETHYL LEAD,655.00,21.25,0.4812,0.4975,0.8204,1.8026,33.1704
TETRAETHYL SILANE,606.00,24.00,0.4002,1.0031,0.9810,0.9408,-7.8569
TETRAETHYLENEPENTAMINE,774.00,25.30,1.2365,0.5604,0.8125,3.2827,-6.7640
TETRAFLUOROETHYLENE,306.45,39.44,0.2265,0.2848,0.8178,1.6793,-1.3941
TETRAFLUOROHYDRAZINE,309.35,37.10,0.2233,0.4617,0.9455,1.4823,N.A.
TETRAHYDROFURAN,540.15,51.90,0.2254,0.1659,0.8527,2.4983,-0.8149
TETRAHYDROPYRAN,572.04,47.71,0.2162,0.1409,0.8425,2.5010,-5.9186
TETRAHYDROTHIOPHENE,631.95,51.60,0.1996,1.2612,0.9997,0.5048,4.9823
TETRAMETHYLSILANE,450.40,28.14,0.2240,0.9042,0.8537,0.7288,-4.2356
THIACYCLOPROPANE,547.00,67.80,0.1610,0.1338,0.8586,2.4172,4.2396
THIONYL CHLORIDE,567.00,44.30,0.0946,1.0413,0.8257,0.4955,34.1001
THIOPHENE,579.35,56.90,0.1970,0.1322,0.8505,2.5420,-2.4167
THYMOL,698.25,34.08,0.7226,0.6192,0.8747,2.1951,-18.2346
TIN(IV) CHLORIDE,591.85,37.44,0.2613,1.3964,0.9299,0.4845,1.0369
TOLUENE,591.75,41.08,0.2640,0.3094,0.8305,1.7808,1.2369
"trans,trans-2,4-HEXADIENE",535.00,33.50,0.2821,0.1613,0.8411,2.6973,9.4560
"trans-1,2-DICHLOROETHYLENE",516.50,55.10,0.2234,0.2312,0.8731,2.2158,-4.7284
"trans-1,2-DIMETHYLCYCLOHEXANE",596.15,29.38,0.2379,1.2357,1.0000,0.5628,8.9774
"trans-1,2-DIMETHYLCYCLOPENTANE",553.15,34.45,0.2698,0.2100,0.8559,2.4575,-12.0668
"trans-1,3,3,3-TETRAFLUOROPROPENE",382.51,36.62,0.3238,0.1472,0.8304,2.8890,-1.4789
"trans-1,3-DIMETHYLCYCLOHEXANE",598.00,29.38,0.2335,1.3761,1.0000,0.4970,9.3489
"trans-1,3-DIMETHYLCYCLOPENTANE",553.00,34.45,0.2699,0.2163,0.8576,2.4326,-11.9932
"trans-1,3-PENTADIENE",500.00,37.40,0.1162,1.7662,1.0000,0.3027,8.7814
"trans-1,4-DIMETHYLCYCLOHEXANE",587.70,29.40,0.2548,0.6723,0.8330,0.9915,2.2313
"trans-2,n-HEXYL-DECAHYDRONAPHTHALENE",777.20,18.14,0.4668,1.1656,0.8733,2.2132,N.A.
trans-2-BUTENE,428.60,41.00,0.2176,0.2025,0.8653,2.3206,-3.0236
trans-2-DODECENE,663.00,18.90,0.5693,0.9280,0.8619,2.3685,N.A.
trans-2-EICOSENE,741.80,12.21,0.8784,1.2868,0.8625,2.3599,N.A.
trans-2-HEPTENE,543.10,28.50,0.3366,0.2080,0.8427,2.6700,4.5980
trans-2-HEXENE,509.80,31.68,0.2886,0.6141,0.8484,1.1627,2.0491
trans-2-OCTENE,571.60,25.89,0.3840,0.2260,0.8396,2.7246,7.5409
trans-2-PENTENE,474.20,36.60,0.2484,0.5987,0.8562,1.1013,-3.4005
trans-3-HEPTENE,540.00,28.50,0.3341,0.2177,0.8456,2.6212,2.9760
trans-3-HEXENE,509.00,31.70,0.2854,0.3640,0.8115,1.6053,0.3593
trans-3-OCTENE,574.00,25.80,0.3438,0.1932,0.8382,2.7497,8.1902
trans-4-OCTENE,573.00,25.80,0.3393,0.1983,0.8399,2.7194,7.7515
trans-CROTONITRILE,586.00,38.80,0.3977,0.4403,0.8893,2.0121,31.0755
trans-DECAHYDRONAPHTHALENE,687.00,32.00,0.2993,0.2375,0.8506,2.3802,-8.5896
trans-STILBENE,820.00,27.40,0.4874,1.3106,0.7009,0.7914,N.A.
TRIBROMOMETHANE,696.00,60.90,0.1561,1.4429,0.8242,0.4097,-8.7413
TRICHLOROACETIC ACID,688.00,48.10,0.5490,0.2033,0.7990,3.1280,-3.2548
TRICHLOROACETYL CHLORIDE,604.00,43.20,0.2824,0.2539,0.8647,2.3300,-13.1026
TRICHLOROETHYLENE,571.00,49.10,0.2166,0.9702,0.8821,0.6770,-1.8804
TRICHLOROFLUOROMETHANE,471.20,44.08,0.1894,0.3338,0.8318,1.4422,-4.7566
TRICHLOROSILANE,479.00,41.70,0.2031,0.6241,0.8319,0.9430,-7.3000
TRIDECAFLUOROHEPTANOIC ACID,583.00,20.75,0.9562,0.4502,0.7221,2.6273,-16.7579
TRIDECANAL,720.00,22.38,0.7452,0.5047,0.8482,2.5790,-17.0990
TRIETHYLAMINE,535.15,30.40,0.3162,0.1805,0.8400,2.7180,-5.3976
TRIETHYLENEDIAMINE,655.00,39.10,0.4602,0.2166,0.8264,2.9763,N.A.
TRIFLUOROACETAMIDE,648.00,50.59,0.4814,1.1706,0.9180,1.7224,N.A.
TRIFLUOROMETHANE,299.01,48.16,0.2641,0.3864,0.8420,1.5744,2.9438
TRIMETHYLALUMINUM,620.00,40.00,0.2179,0.0000,0.7418,2.3647,N.A.
TRIMETHYLAMINE,433.25,40.70,0.2062,0.1909,0.8590,2.2795,-2.1919
TRIMETHYLCHLOROSILANE,497.75,32.00,0.2701,0.1757,0.8471,2.5957,-6.6012
TRIMETHYLENE SULFIDE,602.00,58.60,0.1731,0.5648,0.8324,0.9620,8.1872
TRIMETHYLGALLIUM,510.00,40.40,0.2077,0.0000,0.7842,2.8305,N.A.
TRI-n-BUTYLAMINE,644.00,18.00,0.6943,0.2752,0.8106,3.3297,7.8533
TRIOXANE,604.00,58.20,0.3337,0.1665,0.8336,2.8345,N.A.
TRIPHENYLMETHANE,865.00,22.00,0.5735,1.1476,0.8557,2.0558,-0.9531
TRIPROPYLENE GLYCOL MONOETHYL ETHER,664.00,20.20,1.1610,1.6239,0.8804,2.1245,-50.0525
TRIS(2-METHOXYETHOXY)VINYLSILANE,723.90,17.79,0.7150,0.3106,0.8148,3.2273,N.A.
UNDECANAL,690.00,23.93,0.6352,0.2793,0.8103,3.1012,-16.5731
UNDECYL MERCAPTAN,710.00,19.80,0.6388,0.4688,0.8546,2.4770,24.0802
VALERONITRILE,610.30,35.80,0.4069,0.4937,0.8996,1.9049,21.2342
VANADIUM,11325.00,10314.00,-0.1868,0.6245,0.9993,0.3908,N.A.
VINYL CHLORIDE,432.00,56.70,0.1001,0.0102,0.8375,2.7617,-1.1919
VINYL FLUORIDE,327.80,52.40,0.1429,0.0452,0.8376,2.7596,-1.5324
VINYL FORMATE,498.00,50.20,0.2849,1.0638,0.6419,0.6856,3.0961
VINYL PROPIONATE,546.00,36.80,0.3802,0.1775,0.8291,2.9220,1.6204
VINYLACETONITRILE,584.00,38.80,0.3782,0.3269,0.8644,2.3340,35.1286
VINYLACETYLENE,454.00,48.60,0.1069,1.0083,1.0000,0.5471,3.0620
